Rent,Size,BHK,Bathroom,Furnishing Status,City
3500000,2500,3,3,Semi-Furnished,Bangalore
12500,650,2,1,Semi-Furnished,Bangalore
16000,1100,2,2,Semi-Furnished,Bangalore
30000,1025,2,2,Semi-Furnished,Bangalore
17000,1100,2,2,Semi-Furnished,Bangalore
8000,350,1,1,Unfurnished,Bangalore
16500,1050,2,2,Furnished,Bangalore
13000,600,2,1,Semi-Furnished,Bangalore
12000,800,2,2,Semi-Furnished,Bangalore
17000,700,2,2,Semi-Furnished,Bangalore
15000,750,3,2,Semi-Furnished,Bangalore
35000,1600,3,3,Semi-Furnished,Bangalore
13000,1180,2,2,Semi-Furnished,Bangalore
12000,1400,2,2,Semi-Furnished,Bangalore
10000,750,1,1,Semi-Furnished,Bangalore
9000,580,2,1,Semi-Furnished,Bangalore
6000,350,1,1,Unfurnished,Bangalore
8900,1100,2,2,Semi-Furnished,Bangalore
40000,1900,3,3,Unfurnished,Bangalore
24000,1105,2,2,Furnished,Bangalore
18500,1080,2,2,Furnished,Bangalore
16000,1281,2,2,Semi-Furnished,Bangalore
8000,600,1,1,Semi-Furnished,Bangalore
15000,850,2,2,Semi-Furnished,Bangalore
27000,1200,2,2,Semi-Furnished,Bangalore
17000,900,2,2,Furnished,Bangalore
50000,1250,3,3,Semi-Furnished,Bangalore
14000,800,2,2,Unfurnished,Bangalore
5000,500,1,1,Unfurnished,Bangalore
8000,600,2,2,Semi-Furnished,Bangalore
20000,904,3,2,Furnished,Bangalore
15000,750,2,2,Semi-Furnished,Bangalore
20000,1252,3,2,Semi-Furnished,Bangalore
11000,1200,2,2,Semi-Furnished,Bangalore
8500,440,2,2,Furnished,Bangalore
22500,1600,3,3,Semi-Furnished,Bangalore
15000,1200,2,2,Furnished,Bangalore
11000,950,2,2,Semi-Furnished,Bangalore
11000,800,2,2,Unfurnished,Bangalore
9000,1000,2,1,Semi-Furnished,Bangalore
120000,2770,3,3,Semi-Furnished,Bangalore
15000,800,2,1,Semi-Furnished,Bangalore
7000,400,1,1,Semi-Furnished,Bangalore
5000,144,1,1,Semi-Furnished,Bangalore
18000,600,1,1,Furnished,Bangalore
45000,2200,3,3,Semi-Furnished,Bangalore
21000,1005,2,3,Semi-Furnished,Bangalore
10000,1200,2,2,Semi-Furnished,Bangalore
15000,1180,2,2,Semi-Furnished,Bangalore
11000,900,2,2,Semi-Furnished,Bangalore
7500,500,1,1,Semi-Furnished,Bangalore
22000,1100,3,2,Semi-Furnished,Bangalore
17000,1100,2,2,Semi-Furnished,Bangalore
6000,400,1,1,Semi-Furnished,Bangalore
20000,1250,2,2,Semi-Furnished,Bangalore
18000,600,2,2,Unfurnished,Bangalore
13000,780,2,1,Semi-Furnished,Bangalore
38000,1274,2,2,Semi-Furnished,Bangalore
36000,1200,2,2,Furnished,Bangalore
7500,400,1,1,Unfurnished,Bangalore
9000,500,1,1,Unfurnished,Bangalore
18000,1100,3,3,Semi-Furnished,Bangalore
6500,700,1,1,Unfurnished,Bangalore
6000,600,2,1,Semi-Furnished,Bangalore
18000,1200,2,2,Semi-Furnished,Bangalore
12000,900,2,2,Semi-Furnished,Bangalore
75000,1850,3,3,Semi-Furnished,Bangalore
25000,900,2,2,Unfurnished,Bangalore
20000,1050,2,2,Semi-Furnished,Bangalore
8000,1200,2,2,Semi-Furnished,Bangalore
11000,600,2,2,Unfurnished,Bangalore
65000,1480,3,2,Furnished,Bangalore
6000,400,1,1,Semi-Furnished,Bangalore
160000,4500,4,4,Unfurnished,Bangalore
11000,600,1,1,Semi-Furnished,Bangalore
20000,1100,2,2,Unfurnished,Bangalore
5500,600,1,1,Unfurnished,Bangalore
12000,1100,3,3,Semi-Furnished,Bangalore
21500,1320,3,2,Semi-Furnished,Bangalore
9300,500,2,1,Unfurnished,Bangalore
6000,600,1,1,Unfurnished,Bangalore
13000,650,2,1,Unfurnished,Bangalore
7000,300,1,1,Unfurnished,Bangalore
14000,1000,2,2,Unfurnished,Bangalore
14000,1200,2,2,Semi-Furnished,Bangalore
6000,650,1,1,Semi-Furnished,Bangalore
12500,600,1,1,Unfurnished,Bangalore
7000,400,1,1,Semi-Furnished,Bangalore
13000,1000,2,2,Furnished,Bangalore
20000,1100,2,2,Semi-Furnished,Bangalore
24000,1300,2,2,Unfurnished,Bangalore
6000,600,1,1,Unfurnished,Bangalore
15000,800,2,2,Semi-Furnished,Bangalore
20000,1115,2,2,Furnished,Bangalore
17000,1060,2,2,Unfurnished,Bangalore
35000,1278,3,2,Semi-Furnished,Bangalore
22000,1500,3,3,Semi-Furnished,Bangalore
18000,1000,2,2,Semi-Furnished,Bangalore
120000,4105,4,4,Semi-Furnished,Bangalore
10000,800,2,2,Semi-Furnished,Bangalore
8000,500,2,1,Semi-Furnished,Bangalore
9500,700,2,1,Semi-Furnished,Bangalore
9000,1055,2,2,Semi-Furnished,Bangalore
31000,1325,3,2,Semi-Furnished,Bangalore
14000,950,2,2,Unfurnished,Bangalore
7000,450,1,1,Semi-Furnished,Bangalore
24000,1200,3,2,Semi-Furnished,Bangalore
8000,400,1,1,Semi-Furnished,Bangalore
22000,400,1,1,Semi-Furnished,Bangalore
12000,600,2,2,Semi-Furnished,Bangalore
5000,500,1,1,Unfurnished,Bangalore
6000,400,1,1,Unfurnished,Bangalore
30000,1100,2,2,Furnished,Bangalore
12000,650,2,2,Semi-Furnished,Bangalore
15000,600,2,2,Semi-Furnished,Bangalore
14000,800,2,2,Furnished,Bangalore
22000,460,1,1,Semi-Furnished,Bangalore
40000,1380,2,2,Semi-Furnished,Bangalore
12000,500,1,1,Semi-Furnished,Bangalore
15000,825,2,2,Unfurnished,Bangalore
9500,700,2,2,Semi-Furnished,Bangalore
15000,1110,2,2,Unfurnished,Bangalore
15000,800,2,2,Semi-Furnished,Bangalore
10000,810,2,1,Semi-Furnished,Bangalore
15000,1150,4,3,Semi-Furnished,Bangalore
7000,700,1,1,Semi-Furnished,Bangalore
10000,300,1,1,Unfurnished,Bangalore
26969,1400,3,3,Semi-Furnished,Bangalore
8000,450,1,1,Unfurnished,Bangalore
52000,1603,3,3,Semi-Furnished,Bangalore
30000,1500,3,2,Semi-Furnished,Bangalore
6500,200,1,1,Semi-Furnished,Bangalore
22000,1500,3,3,Furnished,Bangalore
10000,600,1,1,Semi-Furnished,Bangalore
6000,150,1,1,Furnished,Bangalore
13000,750,2,2,Semi-Furnished,Bangalore
18000,1300,2,2,Semi-Furnished,Bangalore
30000,1900,4,3,Unfurnished,Bangalore
10000,300,2,2,Semi-Furnished,Bangalore
15000,700,1,2,Semi-Furnished,Bangalore
70000,1325,2,2,Semi-Furnished,Bangalore
19000,894,2,2,Unfurnished,Bangalore
20000,1100,2,2,Semi-Furnished,Bangalore
9000,600,2,2,Unfurnished,Bangalore
5000,500,1,1,Furnished,Bangalore
27500,1000,2,2,Furnished,Bangalore
16000,850,2,2,Semi-Furnished,Bangalore
12000,400,1,1,Semi-Furnished,Bangalore
75000,2400,3,4,Semi-Furnished,Bangalore
20000,1200,2,2,Semi-Furnished,Bangalore
7000,500,1,1,Unfurnished,Bangalore
11000,550,1,1,Semi-Furnished,Bangalore
13500,450,1,1,Semi-Furnished,Bangalore
17000,430,1,1,Semi-Furnished,Bangalore
55000,2430,3,3,Semi-Furnished,Bangalore
13000,500,1,2,Furnished,Bangalore
11000,600,2,1,Semi-Furnished,Bangalore
16000,805,2,2,Furnished,Bangalore
23500,950,2,2,Semi-Furnished,Bangalore
8500,1000,2,2,Unfurnished,Bangalore
30000,1350,3,3,Furnished,Bangalore
22000,1500,3,2,Furnished,Bangalore
15000,1000,2,2,Unfurnished,Bangalore
15000,800,3,3,Semi-Furnished,Bangalore
10000,1000,2,1,Unfurnished,Bangalore
12500,800,2,2,Furnished,Bangalore
24000,1550,3,3,Semi-Furnished,Bangalore
32000,1000,2,2,Unfurnished,Bangalore
19000,800,2,2,Unfurnished,Bangalore
9000,700,1,1,Furnished,Bangalore
5500,500,2,2,Furnished,Bangalore
15000,500,1,1,Semi-Furnished,Bangalore
14000,900,2,2,Semi-Furnished,Bangalore
27000,1200,3,2,Unfurnished,Bangalore
14000,1000,2,2,Semi-Furnished,Bangalore
43000,1680,3,3,Unfurnished,Bangalore
30000,1100,2,2,Semi-Furnished,Bangalore
50000,1200,2,1,Furnished,Bangalore
15000,900,1,2,Semi-Furnished,Bangalore
25000,1600,3,3,Semi-Furnished,Bangalore
25500,1475,2,2,Furnished,Bangalore
6000,300,1,1,Unfurnished,Bangalore
5000,400,1,1,Unfurnished,Bangalore
10000,550,1,1,Semi-Furnished,Bangalore
15000,400,1,1,Unfurnished,Bangalore
5000,500,1,1,Unfurnished,Bangalore
17000,1200,3,3,Unfurnished,Bangalore
14000,1300,2,2,Semi-Furnished,Bangalore
35000,2100,3,3,Furnished,Bangalore
35000,800,2,1,Semi-Furnished,Bangalore
16000,800,2,1,Semi-Furnished,Bangalore
130000,4341,4,4,Semi-Furnished,Bangalore
35000,1300,2,2,Semi-Furnished,Bangalore
10000,400,1,1,Semi-Furnished,Bangalore
12000,800,2,2,Unfurnished,Bangalore
10500,1000,2,1,Unfurnished,Bangalore
8000,400,1,1,Semi-Furnished,Bangalore
15000,1100,2,2,Semi-Furnished,Bangalore
25000,1200,2,2,Semi-Furnished,Bangalore
9000,600,2,2,Semi-Furnished,Bangalore
30000,1700,2,2,Semi-Furnished,Bangalore
22000,846,2,2,Semi-Furnished,Bangalore
14000,1100,2,2,Unfurnished,Bangalore
12000,700,2,1,Semi-Furnished,Bangalore
10000,110,2,2,Unfurnished,Bangalore
25000,900,3,3,Semi-Furnished,Bangalore
25000,420,1,1,Semi-Furnished,Bangalore
16000,800,2,2,Semi-Furnished,Bangalore
60000,1500,3,3,Semi-Furnished,Bangalore
7000,900,1,1,Semi-Furnished,Bangalore
21000,1600,3,3,Semi-Furnished,Bangalore
250000,5700,4,4,Semi-Furnished,Bangalore
19000,625,1,1,Unfurnished,Bangalore
42500,1760,4,3,Unfurnished,Bangalore
11000,600,2,1,Furnished,Bangalore
18000,1200,2,2,Semi-Furnished,Bangalore
4300,300,1,1,Unfurnished,Bangalore
9000,900,2,1,Furnished,Bangalore
7000,450,1,1,Semi-Furnished,Bangalore
15000,1050,2,2,Semi-Furnished,Bangalore
4800,580,1,1,Semi-Furnished,Bangalore
15000,600,2,2,Unfurnished,Bangalore
18000,550,1,1,Semi-Furnished,Bangalore
22500,1115,2,2,Semi-Furnished,Bangalore
9500,300,1,1,Semi-Furnished,Bangalore
12000,1200,2,2,Semi-Furnished,Bangalore
9000,900,1,1,Semi-Furnished,Bangalore
25000,1400,3,3,Semi-Furnished,Bangalore
9000,400,1,1,Semi-Furnished,Bangalore
11000,900,2,1,Semi-Furnished,Bangalore
12500,500,1,1,Semi-Furnished,Bangalore
21000,1360,3,2,Semi-Furnished,Bangalore
17681,1110,3,2,Semi-Furnished,Bangalore
28000,2400,3,3,Semi-Furnished,Bangalore
30000,1700,3,3,Semi-Furnished,Bangalore
25000,980,2,2,Furnished,Bangalore
13000,600,2,2,Semi-Furnished,Bangalore
8000,200,2,2,Furnished,Bangalore
35000,1300,3,2,Semi-Furnished,Bangalore
8000,750,1,1,Unfurnished,Bangalore
10000,850,2,2,Unfurnished,Bangalore
11500,600,1,1,Semi-Furnished,Bangalore
140000,3100,4,4,Semi-Furnished,Bangalore
6000,660,2,1,Unfurnished,Bangalore
11000,600,2,1,Semi-Furnished,Bangalore
4000,250,1,1,Unfurnished,Bangalore
14000,1200,2,2,Unfurnished,Bangalore
24000,630,2,2,Semi-Furnished,Bangalore
11000,840,2,1,Semi-Furnished,Bangalore
10000,500,2,1,Unfurnished,Bangalore
62000,1680,3,3,Semi-Furnished,Bangalore
12000,775,2,1,Semi-Furnished,Bangalore
18000,1000,2,2,Semi-Furnished,Bangalore
17500,900,2,2,Semi-Furnished,Bangalore
6500,500,1,1,Semi-Furnished,Bangalore
16000,550,1,1,Semi-Furnished,Bangalore
30000,1250,3,3,Semi-Furnished,Bangalore
28000,850,2,2,Semi-Furnished,Bangalore
6500,150,1,1,Semi-Furnished,Bangalore
9000,445,1,1,Semi-Furnished,Bangalore
8500,500,2,2,Semi-Furnished,Bangalore
20000,750,2,2,Semi-Furnished,Bangalore
26000,2000,3,2,Semi-Furnished,Bangalore
8000,500,1,1,Semi-Furnished,Bangalore
8500,730,1,1,Semi-Furnished,Bangalore
12500,750,2,2,Semi-Furnished,Bangalore
8000,600,1,1,Semi-Furnished,Bangalore
52000,2710,3,3,Semi-Furnished,Bangalore
18000,1190,2,2,Semi-Furnished,Bangalore
15000,435,1,1,Semi-Furnished,Bangalore
12000,750,2,2,Unfurnished,Bangalore
100000,1800,3,3,Semi-Furnished,Bangalore
6000,1200,1,1,Furnished,Bangalore
12000,600,2,1,Semi-Furnished,Bangalore
6500,450,1,1,Unfurnished,Bangalore
13500,1100,3,3,Unfurnished,Bangalore
10000,700,1,1,Unfurnished,Bangalore
8500,650,2,2,Furnished,Bangalore
32000,1768,3,3,Semi-Furnished,Bangalore
42000,1600,3,3,Semi-Furnished,Bangalore
7500,400,1,1,Semi-Furnished,Bangalore
16000,1200,2,2,Semi-Furnished,Bangalore
5000,500,1,1,Semi-Furnished,Bangalore
14000,700,2,2,Unfurnished,Bangalore
60000,2500,4,4,Semi-Furnished,Bangalore
8500,500,1,1,Semi-Furnished,Bangalore
10000,500,1,1,Semi-Furnished,Bangalore
8500,500,1,1,Semi-Furnished,Bangalore
15000,1280,2,2,Unfurnished,Bangalore
9500,200,2,1,Semi-Furnished,Bangalore
25000,750,2,2,Unfurnished,Bangalore
14000,900,2,2,Semi-Furnished,Bangalore
20000,1200,3,2,Semi-Furnished,Bangalore
10000,800,1,1,Unfurnished,Bangalore
10000,500,2,1,Unfurnished,Bangalore
13000,1000,2,2,Semi-Furnished,Bangalore
13000,850,2,2,Semi-Furnished,Bangalore
24000,900,2,2,Semi-Furnished,Bangalore
10000,600,1,1,Semi-Furnished,Bangalore
8000,600,1,1,Unfurnished,Bangalore
6000,600,1,1,Unfurnished,Bangalore
21000,1250,3,2,Semi-Furnished,Bangalore
25000,2000,3,3,Semi-Furnished,Bangalore
8500,532,2,1,Unfurnished,Bangalore
13000,1000,2,2,Unfurnished,Bangalore
5000,150,1,1,Unfurnished,Bangalore
7500,500,1,1,Semi-Furnished,Bangalore
13900,600,1,1,Semi-Furnished,Bangalore
15000,1100,2,2,Furnished,Bangalore
30000,1500,3,3,Semi-Furnished,Bangalore
13000,500,2,1,Semi-Furnished,Bangalore
7700,600,1,1,Semi-Furnished,Bangalore
25000,1200,2,1,Unfurnished,Bangalore
17000,1100,2,2,Semi-Furnished,Bangalore
39000,1550,3,3,Semi-Furnished,Bangalore
18000,1050,2,2,Semi-Furnished,Bangalore
15000,500,1,1,Semi-Furnished,Bangalore
28000,1500,2,2,Semi-Furnished,Bangalore
17500,1150,2,2,Semi-Furnished,Bangalore
75000,2000,4,3,Furnished,Bangalore
14000,110,2,1,Semi-Furnished,Bangalore
9000,500,1,1,Semi-Furnished,Bangalore
20000,1465,3,3,Semi-Furnished,Bangalore
12000,940,2,2,Semi-Furnished,Bangalore
12000,850,2,1,Semi-Furnished,Bangalore
24000,990,2,2,Furnished,Bangalore
12000,750,2,2,Semi-Furnished,Bangalore
10000,500,1,1,Semi-Furnished,Bangalore
24000,1430,3,2,Semi-Furnished,Bangalore
9000,600,1,1,Semi-Furnished,Bangalore
12000,900,2,1,Semi-Furnished,Bangalore
11000,1100,2,2,Semi-Furnished,Bangalore
15000,900,2,1,Semi-Furnished,Bangalore
5500,600,1,1,Semi-Furnished,Bangalore
18000,1000,2,2,Semi-Furnished,Bangalore
42000,1150,2,2,Furnished,Bangalore
18000,1250,2,2,Semi-Furnished,Bangalore
15000,1000,2,2,Semi-Furnished,Bangalore
6000,500,1,1,Semi-Furnished,Bangalore
30000,2000,3,3,Semi-Furnished,Bangalore
12000,850,2,2,Semi-Furnished,Bangalore
10000,990,2,2,Semi-Furnished,Bangalore
9500,850,2,1,Semi-Furnished,Bangalore
16000,1000,2,2,Semi-Furnished,Bangalore
9500,650,2,2,Semi-Furnished,Bangalore
6500,400,1,1,Semi-Furnished,Bangalore
13500,1000,2,2,Semi-Furnished,Bangalore
25000,1350,2,2,Semi-Furnished,Bangalore
9500,600,2,2,Semi-Furnished,Bangalore
190000,4000,4,5,Furnished,Bangalore
90000,950,2,2,Unfurnished,Bangalore
24000,777,2,2,Semi-Furnished,Bangalore
15000,1200,3,2,Semi-Furnished,Bangalore
22000,1600,2,3,Furnished,Bangalore
34000,1500,3,3,Semi-Furnished,Bangalore
12500,570,2,2,Semi-Furnished,Bangalore
28000,1800,3,3,Semi-Furnished,Bangalore
12000,1100,2,1,Semi-Furnished,Bangalore
8000,400,1,1,Unfurnished,Bangalore
7500,750,1,1,Semi-Furnished,Bangalore
34000,1400,2,2,Furnished,Bangalore
32000,1789,3,3,Semi-Furnished,Bangalore
14500,650,2,1,Semi-Furnished,Bangalore
16000,1200,2,2,Semi-Furnished,Bangalore
7500,460,1,1,Semi-Furnished,Bangalore
7500,500,2,1,Semi-Furnished,Bangalore
19500,1080,2,2,Semi-Furnished,Bangalore
75000,2000,3,2,Furnished,Bangalore
16500,1100,2,2,Semi-Furnished,Bangalore
14500,1025,2,2,Unfurnished,Bangalore
16000,650,2,2,Unfurnished,Bangalore
8000,800,2,1,Semi-Furnished,Bangalore
280000,2800,3,3,Furnished,Bangalore
21000,1100,2,2,Furnished,Bangalore
30000,1300,3,3,Semi-Furnished,Bangalore
65000,2000,3,3,Semi-Furnished,Bangalore
180000,2500,3,3,Unfurnished,Bangalore
10000,600,2,2,Semi-Furnished,Bangalore
12000,630,2,2,Furnished,Bangalore
9000,550,2,2,Unfurnished,Bangalore
22000,1025,2,2,Semi-Furnished,Bangalore
10000,500,1,1,Semi-Furnished,Bangalore
48000,1286,3,3,Semi-Furnished,Bangalore
11000,800,1,1,Semi-Furnished,Bangalore
11000,900,2,2,Semi-Furnished,Bangalore
40000,1618,3,3,Semi-Furnished,Bangalore
10000,500,1,1,Semi-Furnished,Bangalore
6500,450,1,1,Semi-Furnished,Bangalore
18000,850,2,2,Semi-Furnished,Bangalore
22000,1374,3,2,Semi-Furnished,Bangalore
28000,1600,3,3,Semi-Furnished,Bangalore
6200,400,1,1,Semi-Furnished,Bangalore
110000,1500,3,3,Furnished,Bangalore
5500,800,2,1,Unfurnished,Bangalore
50000,1580,3,3,Unfurnished,Bangalore
12000,700,2,1,Semi-Furnished,Bangalore
11500,700,2,1,Semi-Furnished,Bangalore
16000,550,1,1,Semi-Furnished,Bangalore
11000,450,1,1,Semi-Furnished,Bangalore
150000,4550,4,5,Semi-Furnished,Bangalore
9000,400,1,1,Semi-Furnished,Bangalore
6000,650,1,1,Semi-Furnished,Bangalore
12000,700,2,2,Semi-Furnished,Bangalore
16000,1333,2,2,Unfurnished,Bangalore
35000,1500,3,2,Semi-Furnished,Bangalore
9000,425,1,1,Semi-Furnished,Bangalore
8000,300,1,1,Unfurnished,Bangalore
13500,650,2,2,Unfurnished,Bangalore
14000,800,2,2,Semi-Furnished,Bangalore
14000,1200,2,2,Semi-Furnished,Bangalore
4700,500,1,1,Unfurnished,Bangalore
17000,1000,2,2,Semi-Furnished,Bangalore
11000,600,2,2,Semi-Furnished,Bangalore
12000,600,1,1,Semi-Furnished,Bangalore
30000,1875,3,2,Semi-Furnished,Bangalore
12000,1000,2,2,Semi-Furnished,Bangalore
21000,1300,3,2,Furnished,Bangalore
6000,350,1,1,Unfurnished,Bangalore
18500,900,2,2,Unfurnished,Bangalore
4750,200,1,1,Semi-Furnished,Bangalore
15000,700,2,2,Semi-Furnished,Bangalore
17600,1000,2,2,Semi-Furnished,Bangalore
35000,1700,3,3,Semi-Furnished,Bangalore
8000,600,2,1,Semi-Furnished,Bangalore
7000,650,1,1,Semi-Furnished,Bangalore
15000,750,2,1,Semi-Furnished,Bangalore
30000,1750,3,3,Semi-Furnished,Bangalore
100000,1950,3,3,Semi-Furnished,Bangalore
18000,1065,2,2,Semi-Furnished,Bangalore
8000,600,2,1,Semi-Furnished,Bangalore
9000,600,2,1,Semi-Furnished,Bangalore
6000,500,1,1,Unfurnished,Bangalore
7500,600,2,1,Semi-Furnished,Bangalore
15000,600,1,1,Semi-Furnished,Bangalore
10000,900,2,1,Semi-Furnished,Bangalore
14000,500,2,2,Semi-Furnished,Bangalore
7000,600,1,1,Unfurnished,Bangalore
60000,1710,3,3,Unfurnished,Bangalore
6000,600,1,1,Unfurnished,Bangalore
17000,1100,3,2,Semi-Furnished,Bangalore
15000,920,2,2,Semi-Furnished,Bangalore
8200,750,1,1,Semi-Furnished,Bangalore
8500,300,1,1,Semi-Furnished,Bangalore
20000,1660,3,2,Semi-Furnished,Bangalore
8000,400,1,1,Semi-Furnished,Bangalore
20000,300,2,1,Semi-Furnished,Bangalore
11500,300,1,1,Unfurnished,Bangalore
30000,2000,3,2,Furnished,Bangalore
22000,1200,3,3,Semi-Furnished,Bangalore
6500,300,1,1,Semi-Furnished,Bangalore
6500,700,1,1,Unfurnished,Bangalore
16000,850,2,3,Semi-Furnished,Bangalore
24000,700,1,1,Furnished,Bangalore
15000,455,1,1,Semi-Furnished,Bangalore
18000,1000,2,2,Semi-Furnished,Bangalore
8500,600,1,1,Semi-Furnished,Bangalore
4000,250,1,1,Unfurnished,Bangalore
5000,400,1,1,Unfurnished,Bangalore
22000,1200,2,2,Semi-Furnished,Bangalore
12000,500,1,1,Semi-Furnished,Bangalore
9000,350,1,1,Unfurnished,Bangalore
7500,1100,2,2,Semi-Furnished,Bangalore
30000,1650,2,3,Unfurnished,Bangalore
14000,1000,4,2,Semi-Furnished,Bangalore
9250,500,2,1,Semi-Furnished,Bangalore
13000,700,1,2,Semi-Furnished,Bangalore
12000,1200,2,2,Unfurnished,Bangalore
12000,600,1,1,Unfurnished,Bangalore
10000,925,2,2,Unfurnished,Bangalore
60000,2400,3,3,Semi-Furnished,Bangalore
35000,1500,3,3,Semi-Furnished,Bangalore
12000,600,2,2,Unfurnished,Bangalore
14000,435,1,1,Semi-Furnished,Bangalore
8000,650,1,1,Semi-Furnished,Bangalore
11000,700,2,2,Semi-Furnished,Bangalore
20000,890,2,2,Semi-Furnished,Bangalore
12500,600,1,1,Furnished,Bangalore
35000,1250,2,2,Semi-Furnished,Bangalore
26000,1350,3,2,Semi-Furnished,Bangalore
85000,2600,3,4,Semi-Furnished,Bangalore
14000,440,1,1,Semi-Furnished,Bangalore
22000,1150,2,2,Semi-Furnished,Bangalore
7000,450,1,1,Semi-Furnished,Bangalore
16000,1150,2,2,Furnished,Bangalore
11000,600,2,1,Unfurnished,Bangalore
20000,980,2,2,Semi-Furnished,Bangalore
60000,1850,3,3,Furnished,Bangalore
5000,625,2,2,Semi-Furnished,Bangalore
4000,100,1,2,Semi-Furnished,Bangalore
15000,1200,2,1,Semi-Furnished,Bangalore
18000,1200,3,2,Semi-Furnished,Bangalore
12000,1080,2,1,Semi-Furnished,Bangalore
8500,700,1,1,Semi-Furnished,Bangalore
11000,800,2,2,Unfurnished,Bangalore
42000,1880,3,2,Semi-Furnished,Bangalore
25000,1305,2,2,Semi-Furnished,Bangalore
8500,600,1,1,Semi-Furnished,Bangalore
12500,950,2,2,Semi-Furnished,Bangalore
18000,1188,2,2,Unfurnished,Bangalore
6000,500,1,1,Unfurnished,Bangalore
9000,875,2,2,Semi-Furnished,Bangalore
54000,2100,3,3,Unfurnished,Bangalore
22000,1200,3,2,Furnished,Bangalore
120000,2390,3,3,Semi-Furnished,Bangalore
7000,600,1,1,Semi-Furnished,Bangalore
28000,1150,2,2,Semi-Furnished,Bangalore
55000,1788,3,3,Semi-Furnished,Bangalore
19000,1250,2,2,Semi-Furnished,Bangalore
11000,600,1,1,Semi-Furnished,Bangalore
18000,1600,3,2,Semi-Furnished,Bangalore
70000,1520,3,4,Semi-Furnished,Bangalore
12000,550,1,1,Semi-Furnished,Bangalore
18000,1100,2,2,Semi-Furnished,Bangalore
30000,1100,2,2,Semi-Furnished,Bangalore
10000,1100,2,2,Semi-Furnished,Bangalore
6000,400,1,1,Unfurnished,Bangalore
4500,300,1,1,Semi-Furnished,Bangalore
8000,500,1,1,Semi-Furnished,Bangalore
20000,1100,2,2,Furnished,Bangalore
17500,1000,2,2,Unfurnished,Bangalore
22000,850,2,2,Semi-Furnished,Bangalore
17000,1020,2,2,Semi-Furnished,Bangalore
22000,1250,2,2,Unfurnished,Bangalore
24000,1400,3,3,Semi-Furnished,Bangalore
12000,600,1,1,Unfurnished,Bangalore
4500,200,1,1,Unfurnished,Bangalore
5000,300,1,1,Unfurnished,Bangalore
6000,400,1,1,Furnished,Bangalore
11000,450,1,1,Semi-Furnished,Bangalore
20000,1180,2,2,Semi-Furnished,Bangalore
35000,1460,3,3,Unfurnished,Bangalore
24000,1464,3,3,Semi-Furnished,Bangalore
10000,700,2,2,Semi-Furnished,Bangalore
16000,680,2,2,Semi-Furnished,Bangalore
100000,2750,3,4,Semi-Furnished,Bangalore
14000,800,2,1,Semi-Furnished,Bangalore
7500,600,2,1,Unfurnished,Bangalore
16000,1200,3,3,Unfurnished,Bangalore
65000,3200,4,3,Semi-Furnished,Bangalore
18000,1800,2,2,Semi-Furnished,Bangalore
8000,500,1,1,Furnished,Bangalore
11000,1200,2,2,Unfurnished,Bangalore
8000,750,1,1,Unfurnished,Bangalore
13000,700,1,2,Semi-Furnished,Bangalore
30000,1000,2,2,Unfurnished,Bangalore
14000,800,2,2,Semi-Furnished,Delhi
20000,200,1,1,Furnished,Delhi
80000,1800,3,3,Semi-Furnished,Delhi
9500,400,1,1,Unfurnished,Delhi
14000,600,3,3,Unfurnished,Delhi
65000,1550,3,3,Semi-Furnished,Delhi
18500,650,2,2,Unfurnished,Delhi
40000,850,2,2,Unfurnished,Delhi
90000,2000,4,4,Unfurnished,Delhi
3500,180,1,1,Unfurnished,Delhi
25000,140,3,2,Semi-Furnished,Delhi
9000,450,1,1,Semi-Furnished,Delhi
90000,2500,3,3,Semi-Furnished,Delhi
22000,720,1,1,Unfurnished,Delhi
12000,400,2,1,Unfurnished,Delhi
11000,450,2,1,Unfurnished,Delhi
20000,250,1,1,Semi-Furnished,Delhi
260000,3000,4,5,Semi-Furnished,Delhi
11000,550,2,2,Unfurnished,Delhi
10000,450,2,1,Unfurnished,Delhi
60000,2500,3,3,Unfurnished,Delhi
350000,800,4,4,Unfurnished,Delhi
16000,100,2,2,Unfurnished,Delhi
16000,400,1,1,Furnished,Delhi
12000,750,2,2,Semi-Furnished,Delhi
8000,400,1,1,Semi-Furnished,Delhi
14000,1100,3,2,Semi-Furnished,Delhi
14900,450,1,1,Furnished,Delhi
15000,850,2,2,Unfurnished,Delhi
10000,600,3,1,Semi-Furnished,Delhi
40000,750,2,2,Unfurnished,Delhi
9000,500,1,1,Semi-Furnished,Delhi
7000,350,1,1,Semi-Furnished,Delhi
13500,623,2,1,Furnished,Delhi
95000,2400,3,3,Semi-Furnished,Delhi
20000,75,1,1,Unfurnished,Delhi
7500,450,2,1,Semi-Furnished,Delhi
9000,445,2,2,Unfurnished,Delhi
80000,300,3,3,Furnished,Delhi
50000,1670,3,3,Semi-Furnished,Delhi
13000,550,1,1,Semi-Furnished,Delhi
12000,350,1,1,Semi-Furnished,Delhi
16000,650,2,2,Semi-Furnished,Delhi
13000,70,2,1,Semi-Furnished,Delhi
29000,100,2,2,Semi-Furnished,Delhi
18000,800,3,1,Unfurnished,Delhi
8500,60,2,1,Unfurnished,Delhi
27000,2000,3,2,Semi-Furnished,Delhi
18000,600,2,2,Unfurnished,Delhi
11500,450,1,1,Semi-Furnished,Delhi
80000,2200,2,3,Unfurnished,Delhi
